County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Location,Counties,New York Zip Codes
New York,719758,Store,JAC   ,GOLDEN OWLS BROTHERS INC         ,                       ,1769,2ND AVE                     ,             ,               ,NEW YORK          ,NY,10128,400,"{'latitude': '40.781941', 'longitude': '-73.94878', 'human_address': '{""address"": ""1769 2ND AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10128""}'}",2095,583
New York,743583,Store,JAC   ,IT'SUGAR LLC                     ,                       ,665,BROADWAY               ,             ,               ,NEW YORK          ,NY,10012,0,"{'latitude': '40.727125', 'longitude': '-73.995361', 'human_address': '{""address"": ""665 BROADWAY"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10012""}'}",2095,736
New York,731324,Store,JAC   ,100 PRESTIGE DELI CORP           ,100 PRESTIGE DELI      ,100,THAYER STREET                ,             ,               ,NEW YORK          ,NY,10040,1800,"{'latitude': '40.864627', 'longitude': '-73.927815', 'human_address': '{""address"": ""100 THAYER STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10040""}'}",2095,799
New York,735096,Store,JAC   ,101 FINEST DELI INC              ,101 FINEST DELI        ,101,W 136TH ST                   ,             ,               ,NEW YORK          ,NY,10030,0,"{'latitude': '40.814809', 'longitude': '-73.940429', 'human_address': '{""address"": ""101 W 136TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10030""}'}",2095,757
New York,628886,Store,JAC   ,101 LENOX DELI GRILL CORP        ,101 LENOX DELI GRILL   ,101,LENOX AVE                    ,             ,               ,NEW YORK          ,NY,10026,1500,"{'latitude': '40.801467', 'longitude': '-73.950175', 'human_address': '{""address"": ""101 LENOX AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10026""}'}",2095,753
New York,626297,Store,A     ,101 NEWSTAND INC                 ,101 NEWSTAND           ,47,NASSAU ST                     ,             ,               ,NEW YORK          ,NY,10005,600,"{'latitude': '40.709002', 'longitude': '-74.009009', 'human_address': '{""address"": ""47 NASSAU ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10005""}'}",2095,721
New York,724956,Store,A     ,101 SMOKE SHOP CORP              ,101 SMOKE SHOP         ,2660,BROADWAY                    ,             ,               ,NEW YORK          ,NY,10025,850,"{'latitude': '40.798014', 'longitude': '-73.969202', 'human_address': '{""address"": ""2660 BROADWAY"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10025""}'}",2095,752
New York,736431,Store,JAC   ,103 FAMILY DELI INC              ,103 FAMILY DELI        ,2006,2ND AVENUE                  ,             ,               ,NEW YORK          ,NY,10029,0,"{'latitude': '40.788982', 'longitude': '-73.943635', 'human_address': '{""address"": ""2006 2ND AVENUE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,624890,Store,JAC   ,103 MANHATTAN AVE GROCERY CORP   ,103 MANHATTAN AVE GROC ,62,MANHATTAN AVE                 ,             ,               ,NEW YORK          ,NY,10025,1800,"{'latitude': '40.796611', 'longitude': '-73.962961', 'human_address': '{""address"": ""62 MANHATTAN AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10025""}'}",2095,752
New York,626659,Store,JAC   ,104 BROADWAY FARMS INC           ,104 BROADWAY FARMS     ,2717,BROADWAY                    ,             ,               ,NEW YORK          ,NY,10025,1500,"{'latitude': '40.799742', 'longitude': '-73.968329', 'human_address': '{""address"": ""2717 BROADWAY"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10025""}'}",2095,752
New York,717422,Store,JAC   ,105 DELI & GRILL INC             ,105 DELI & GRILL       ,922,AMSTERDAM AVE                ,             ,               ,NEW YORK          ,NY,10025,1000,"{'latitude': '40.79993', 'longitude': '-73.966093', 'human_address': '{""address"": ""922 AMSTERDAM AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10025""}'}",2095,752
New York,721052,Store,JAC   ,106 CANDY & CONVENIENCE CORP     ,106 CANDY & CONVENIENCE,232,E 106TH STREET               ,             ,               ,NEW YORK          ,NY,10029,1500,"{'latitude': '40.791007', 'longitude': '-73.94335', 'human_address': '{""address"": ""232 E 106TH STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,714351,Store,JAC   ,106 FAMILY DELI & GROCERY INC    ,106 FAMILY DELI & GROCE,318,E 106TH ST               ,             ,               ,NEW YORK          ,NY,10029,0,"{'latitude': '40.79017', 'longitude': '-73.941363', 'human_address': '{""address"": ""318 E 106TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,722751,Store,JAC   ,106 FRANKLIN DELI & GROCERY INC  ,106 FRANKLIN DELI & GRO,346,E 106TH STREET               ,             ,               ,NEW YORK          ,NY,10029,0,"{'latitude': '40.789853', 'longitude': '-73.940605', 'human_address': '{""address"": ""346 E 106TH STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,735531,Store,JAC   ,108 DELI INC                     ,108 DELI               ,108,EAST 126TH STREET            ,             ,               ,NEW YORK          ,NY,10035,0,"{'latitude': '40.80539', 'longitude': '-73.937734', 'human_address': '{""address"": ""108 EAST 126TH STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10035""}'}",2095,794
New York,715091,Store,JAC   ,109 SPICY GOURMET DELI INC       ,109 SPICY GOURMET DELI ,990,AMSTERDAM AVE                ,             ,               ,NEW YORK          ,NY,10025,1200,"{'latitude': '40.802237', 'longitude': '-73.964391', 'human_address': '{""address"": ""990 AMSTERDAM AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10025""}'}",2095,752
New York,628102,Store,JAC   ,10TH AVE PETROLEUM LLC           ,10TH AVE PETROLEUM     ,466,10TH AVE                     ,             ,               ,NEW YORK          ,NY,10018,1000,"{'latitude': '40.756058', 'longitude': '-73.998091', 'human_address': '{""address"": ""466 10TH AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10018""}'}",2095,741
New York,710535,Store,JAC   ,10TH STREET FOOD CORP            ,10TH STREET FOOD       ,392,EAST 10TH ST                 ,             ,               ,NEW YORK          ,NY,10009,1200,"{'latitude': '40.725992', 'longitude': '-73.977803', 'human_address': '{""address"": ""392 EAST 10TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10009""}'}",2095,724
New York,732336,Store,JAC   ,1128 DELI & GRILL INC            ,1128 DELI & GRILL      ,2070,FREDERICK DOUGLASS BOULEVARD,             ,               ,NEW YORK          ,NY,10026,800,"{'latitude': '40.801996', 'longitude': '-73.957141', 'human_address': '{""address"": ""2070 FREDERICK DOUGLASS BOULEVARD"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10026""}'}",2095,753
New York,629482,Store,A     ,116 DISCOUNT INC                 ,116 DISCOUNT           ,64-68,E 116TH ST                 ,             ,               ,NEW YORK          ,NY,10029,2200,"{'latitude': '40.799729', 'longitude': '-73.944226', 'human_address': '{""address"": ""64 68 E 116TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,730287,Store,JAC   ,116 STREET MARINI DELI GROCERY CO,116 STREET MARINI DELI ,1869A,LEXINGTON AVE              ,             ,               ,NEW YORK          ,NY,10029,0,"{'latitude': '40.798405', 'longitude': '-73.941784', 'human_address': '{""address"": ""1869A LEXINGTON AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,711432,Store,JAC   ,119 A R GROCERY CORP             ,119 A R GROCERY        ,119,ELLWOOD ST                   ,             ,               ,NEW YORK          ,NY,10040,1400,"{'latitude': '40.861392', 'longitude': '-73.92916', 'human_address': '{""address"": ""119 ELLWOOD ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10040""}'}",2095,799
New York,702202,Store,JAC   ,121 CONVENIENCE DELI CORP        ,121 CONVENIENCE DELI   ,121,WEST 116TH ST            ,             ,               ,NEW YORK          ,NY,10026,800,"{'latitude': '40.802476', 'longitude': '-73.950752', 'human_address': '{""address"": ""121 WEST 116TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10026""}'}",2095,753
New York,629188,Store,JAC   ,LENOX GOURMET DELI&GRCY CORP     ,121 LENOX GOURMET DELI ,217,MALCOLM X BLVD               ,             ,               ,NEW YORK          ,NY,10027,1000,"{'latitude': '40.805089', 'longitude': '-73.947539', 'human_address': '{""address"": ""217 MALCOLM X BLVD"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10027""}'}",2095,754
New York,721017,Store,A     ,121 NEW YORK DELI GROCERY CORP   ,121 NEW YORK DELI GROCE,1993,LEXINGTON AVE               ,             ,               ,NEW YORK          ,NY,10035,500,"{'latitude': '40.802102', 'longitude': '-73.939073', 'human_address': '{""address"": ""1993 LEXINGTON AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10035""}'}",2095,794
New York,736919,Store,JAC   ,122 MEAT MARKET INC              ,122 MEAT MARKET        ,79,ELIZABETH ST                  ,             ,               ,NEW YORK          ,NY,10013,0,"{'latitude': '40.717976', 'longitude': '-73.99611', 'human_address': '{""address"": ""79 ELIZABETH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10013""}'}",2095,737
New York,628095,Store,JAC   ,FERNANDEZ JORGE                  ,122 SUFFOLK STOP 1 DELI,122,SUFFOLK ST                   ,             ,               ,NEW YORK          ,NY,10002,1000,"{'latitude': '40.719204', 'longitude': '-73.985959', 'human_address': '{""address"": ""122 SUFFOLK ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10002""}'}",2095,718
New York,629082,Store,JAC   ,124 DELI GROCERY INC             ,124 DELI GROCERY       ,124,E BROADWAY                   ,             ,               ,NEW YORK          ,NY,10002,1500,"{'latitude': '40.713896', 'longitude': '-73.992096', 'human_address': '{""address"": ""124 E BROADWAY"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10002""}'}",2095,718
New York,738746,Store,JAC   ,125TH FOOD INC                   ,125TH FOOD             ,2425,2ND AVE                     ,             ,               ,NEW YORK          ,NY,10035,1000,"{'latitude': '40.802376', 'longitude': '-73.933851', 'human_address': '{""address"": ""2425 2ND AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10035""}'}",2095,794
New York,725385,Store,A     ,125 FOOD MART INC                ,125TH ST FOOD MART     ,521,WEST 125TH STREET            ,             ,               ,NEW YORK          ,NY,10027,1800,"{'latitude': '40.814136', 'longitude': '-73.956997', 'human_address': '{""address"": ""521 WEST 125TH STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10027""}'}",2095,754
New York,717617,Store,A     ,126 CANDY GROCERY CORP           ,126 CANDY GROCERY      ,2359,FREDERICK DOUGLASS BLVD     ,             ,               ,NEW YORK          ,NY,10027,800,"{'latitude': '40.811201', 'longitude': '-73.950419', 'human_address': '{""address"": ""2359 FREDERICK DOUGLASS BLVD"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10027""}'}",2095,754
New York,710766,Store,JAC   ,128 GOURMET DELI CORP            ,128 GOURMET DELI       ,104,EAST 128TH ST                ,             ,               ,NEW YORK          ,NY,10035,350,"{'latitude': '40.806763', 'longitude': '-73.937137', 'human_address': '{""address"": ""104 EAST 128TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10035""}'}",2095,794
New York,708441,Store,JAC   ,128 P&L DELI GROCERY CORP        ,128 P&L DELI GROCERY   ,128,AUDUBON AVE                  ,             ,               ,NEW YORK          ,NY,10032,2000,"{'latitude': '40.842738', 'longitude': '-73.936727', 'human_address': '{""address"": ""128 AUDUBON AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10032""}'}",2095,791
New York,734449,Store,JAC   ,128 T EDGECOMBE DELI CORP        ,128 T EDGECOMBE DELI   ,128,EDGECOMBE AVENUE             ,             ,               ,NEW YORK          ,NY,10030,1800,"{'latitude': '40.820973', 'longitude': '-73.945029', 'human_address': '{""address"": ""128 EDGECOMBE AVENUE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10030""}'}",2095,757
New York,620147,Store,JAC   ,BURGOS JUAN R                    ,129 POST GROCERY STORE ,129,POST AVE                     ,             ,               ,NEW YORK          ,NY,10034,1500,"{'latitude': '40.864675', 'longitude': '-73.919736', 'human_address': '{""address"": ""129 POST AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10034""}'}",2095,793
New York,736221,Store,A     ,132 NEW DELI & GROCERY INC       ,132 NEW DELI & GROCERY ,132,E 125TH STREET               ,             ,               ,NEW YORK          ,NY,10035,0,"{'latitude': '40.804455', 'longitude': '-73.937586', 'human_address': '{""address"": ""132 E 125TH STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10035""}'}",2095,794
New York,716564,Store,A     ,132 VERMILYEA DELI & GROCERY CORP,132 VERMILYEA DELI & GR,132,VERMILYEA AVE            ,             ,               ,NEW YORK          ,NY,10034,0,"{'latitude': '40.866625', 'longitude': '-73.92099', 'human_address': '{""address"": ""132 VERMILYEA AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10034""}'}",2095,793
New York,724117,Store,JAC   ,1338 FOOD INC                    ,1338 FOOD              ,1338,ST NICHOLAS AVE             ,             ,               ,NEW YORK          ,NY,10033,0,"{'latitude': '40.846618', 'longitude': '-73.93571', 'human_address': '{""address"": ""1338 ST NICHOLAS AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10033""}'}",2095,792
New York,629287,Store,JAC   ,135TH STREET DELI & GROCERY CORP ,135TH ST DELI & GROCERY,266,W 135TH ST                   ,             ,               ,NEW YORK          ,NY,10030,1200,"{'latitude': '40.816232', 'longitude': '-73.945898', 'human_address': '{""address"": ""266 W 135TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10030""}'}",2095,757
New York,714229,Store,JAC   ,1408 GOURMET DELI CORP           ,1408 ST NICHOLAS DELI  ,1408,ST NICHOLAS AVE             ,             ,               ,NEW YORK          ,NY,10033,1500,"{'latitude': '40.84896', 'longitude': '-73.933995', 'human_address': '{""address"": ""1408 ST NICHOLAS AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10033""}'}",2095,792
New York,629221,Store,JAC   ,140 CHARLES OASIS GOURMET INC    ,140 CHARLES GOURMET    ,140,CHARLES ST                   ,             ,               ,NEW YORK          ,NY,10014,1000,"{'latitude': '40.734147', 'longitude': '-74.008111', 'human_address': '{""address"": ""140 CHARLES ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10014""}'}",2095,738
New York,738258,Store,JAC   ,1411 SAVORY DELI CORP            ,1411 SAVORY DELI       ,1411,5TH AVENUE                  ,             ,               ,NEW YORK          ,NY,10029,0,"{'latitude': '40.800405', 'longitude': '-73.946639', 'human_address': '{""address"": ""1411 5TH AVENUE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,735661,Store,A     ,142 GROCERY AND TOBACCO INC      ,142 GROCERY AND TOBACCO,3475,BROADWAY                    ,             ,               ,NEW YORK          ,NY,10031,0,"{'latitude': '40.824364', 'longitude': '-73.952089', 'human_address': '{""address"": ""3475 BROADWAY"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10031""}'}",2095,758
New York,628709,Store,JAC   ,143 N EXPRESS DELI CORP          ,142 N EXPRESS DELI     ,2697,8TH AVE/ FREDERICK DOUGLAS B,             ,               ,NEW YORK          ,NY,10030,2000,"{'latitude': '40.821707', 'longitude': '-73.942749', 'human_address': '{""address"": ""2697 8TH AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10030""}'}",2095,757
New York,623923,Store,A     ,NASHEL NAGI                      ,1437 CANDY STORE       ,1437,1ST AVE                     ,             ,               ,NEW YORK          ,NY,10021,600,"{'latitude': '40.769485', 'longitude': '-73.954771', 'human_address': '{""address"": ""1437 1ST AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10021""}'}",2095,744
New York,628885,Store,JAC   ,144 DELI GROCERY STORE CORP      ,144 DELI GROCERY       ,144,NAGLE AVE                    ,             ,               ,NEW YORK          ,NY,10040,1000,"{'latitude': '40.86128', 'longitude': '-73.925621', 'human_address': '{""address"": ""144 NAGLE AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10040""}'}",2095,799
New York,626486,Store,JAC   ,145 DELI&GROCERY INC             ,145 DELI&GROCERY       ,1717,AMSTERDAM AVE               ,             ,               ,NEW YORK          ,NY,10031,1000,"{'latitude': '40.825112', 'longitude': '-73.947698', 'human_address': '{""address"": ""1717 AMSTERDAM AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10031""}'}",2095,758
New York,713180,Store,A     ,U MART INC                       ,145 ST 99 CENT&UP MART ,222,W 145TH ST #4                ,             ,               ,NEW YORK          ,NY,10039,3000,"{'latitude': '40.822067', 'longitude': '-73.940085', 'human_address': '{""address"": ""222 W 145TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10039""}'}",2095,757
New York,715456,Store,JAC   ,147 SPICY DELI INC               ,147 SPICY DELI         ,2546,ADAM CLAYTON POWELL JR BLVD ,             ,               ,NEW YORK          ,NY,10039,600,"{'latitude': '40.823281', 'longitude': '-73.937978', 'human_address': '{""address"": ""2546 ADAM CLAYTON POWELL JR BLVD"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10039""}'}",2095,798
New York,627334,Store,JAC   ,148 DELI GROCERY INC             ,148 DELI GROCERY       ,2787,8TH AVE                     ,             ,               ,NEW YORK          ,NY,10039,1100,"{'latitude': '40.824863', 'longitude': '-73.940452', 'human_address': '{""address"": ""2787 8TH AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10039""}'}",2095,798
New York,724391,Store,JAC   ,149 GOURMET DELI INC             ,149 GOURMET DELI       ,781,ST NICHOLAS AVE              ,             ,               ,NEW YORK          ,NY,10031,1800,"{'human_address': '{""address"": ""781 ST NICHOLAS AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10031""}'}",,
New York,624163,Store,A     ,14TH ST CANDY&GROCERY INC        ,14TH ST CANDY&GROCERY  ,402,E 14TH ST                    ,             ,               ,NEW YORK          ,NY,10009,100,"{'latitude': '40.731219', 'longitude': '-73.982258', 'human_address': '{""address"": ""402 E 14TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10009""}'}",2095,724
New York,739285,Store,A     ,14TH STREET CONVENIENCE STORE COR,14TH STREET CONVENIENCE,200,W 14TH STREET                ,             ,               ,NEW YORK          ,NY,10011,600,"{'latitude': '40.738664', 'longitude': '-73.999938', 'human_address': '{""address"": ""200 W 14TH STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10011""}'}",2095,735
New York,627983,Store,JAC   ,150 MARKET INC                   ,150 MARKET             ,150,WILLIAM ST                   ,             ,               ,NEW YORK          ,NY,10038,8000,"{'latitude': '40.709634', 'longitude': '-74.006348', 'human_address': '{""address"": ""150 WILLIAM ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10038""}'}",2095,797
New York,726097,Store,JAC   ,1514 SMART GOURMET INC           ,1514 SMART GOURMET     ,1514,AMSTERDAM AVENUE            ,             ,               ,NEW YORK          ,NY,10031,1000,"{'latitude': '40.818667', 'longitude': '-73.952415', 'human_address': '{""address"": ""1514 AMSTERDAM AVENUE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10031""}'}",2095,758
New York,628445,Store,JAC   ,1517 DELI GROCERY CORP           ,1517 DELI GROCERY      ,1517,ST NICHOLAS AVE             ,             ,               ,NEW YORK          ,NY,10033,700,"{'latitude': '40.852276', 'longitude': '-73.931568', 'human_address': '{""address"": ""1517 ST NICHOLAS AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10033""}'}",2095,792
New York,628712,Store,JAC   ,1517 NEW BANI GROCERY INC        ,1517 NEW BANI GROCERY  ,1517,LEXINGTON AVE               ,             ,               ,NEW YORK          ,NY,10029,1500,"{'latitude': '40.787081', 'longitude': '-73.950041', 'human_address': '{""address"": ""1517 LEXINGTON AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,724020,Store,JAC   ,1532 AMSTERDAM FOOD CORP         ,1532 AMSTERDAM  FOOD   ,1532,AMSTERDAM AVE               ,             ,               ,NEW YORK          ,NY,10031,1800,"{'latitude': '40.819361', 'longitude': '-73.951902', 'human_address': '{""address"": ""1532 AMSTERDAM AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10031""}'}",2095,758
New York,714662,Store,JAC   ,WEST 153 FOOD CENTER INC         ,153 FOOD CENTER        ,2866,FREDERICK DOUGLASS BLVD     ,             ,               ,NEW YORK          ,NY,10039,300,"{'latitude': '40.827758', 'longitude': '-73.938324', 'human_address': '{""address"": ""2866 FREDERICK DOUGLASS BLVD"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10039""}'}",2095,798
New York,725366,Store,JAC   ,153 J AND J FOOD MARKET CORP     ,153 J AND J FOOD MARKET,153,EAST 99TH STREET             ,             ,               ,NEW YORK          ,NY,10029,2000,"{'latitude': '40.787681', 'longitude': '-73.949252', 'human_address': '{""address"": ""153 EAST 99TH STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,718043,Store,JAC   ,1544 MADISON DELI CORP           ,1544 MADISON DELI      ,1544,MADISON AVE                 ,             ,               ,NEW YORK          ,NY,10029,0,"{'latitude': '40.792648', 'longitude': '-73.95021', 'human_address': '{""address"": ""1544 MADISON AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,714317,Store,A     ,1544 ST NICHOLAS CANDY STORE CORP,1544 ST NICHOLAS STORE ,1544,ST NICHOLA AVE              ,             ,               ,NEW YORK          ,NY,10040,1800,"{'latitude': '40.853262', 'longitude': '-73.93085', 'human_address': '{""address"": ""1544 ST NICHOLA AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10040""}'}",2095,799
New York,715934,Store,A     ,155TH STREET AUTO CENTER INC     ,155TH STREET AUTO CENTE,3740,BROADWAY                    ,             ,               ,NEW YORK          ,NY,10032,1800,"{'latitude': '40.833021', 'longitude': '-73.945508', 'human_address': '{""address"": ""3740 BROADWAY"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10032""}'}",2095,791
New York,628568,Store,JAC   ,1613 FOOD CORP                   ,1613 FOOD              ,1613,ST NICHOLAS AVE             ,             ,               ,NEW YORK          ,NY,10040,1700,"{'latitude': '40.85531', 'longitude': '-73.929351', 'human_address': '{""address"": ""1613 ST NICHOLAS AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10040""}'}",2095,799
New York,707604,Store,JAC   ,1621A EL TEPEYAC CORP            ,1621A EL TEPEYAC       ,1621A,LEXINGTON AVE              ,             ,               ,NEW YORK          ,NY,10029,1200,"{'latitude': '40.789817', 'longitude': '-73.948055', 'human_address': '{""address"": ""1621A LEXINGTON AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,625752,Store,JAC   ,1622 AMSTERDAM GROCERY CORP      ,1622 AMSTERDAM DELI&GRY,1622,AMSTERDAM AVE               ,             ,               ,NEW YORK          ,NY,10031,1800,"{'latitude': '40.821953', 'longitude': '-73.950004', 'human_address': '{""address"": ""1622 AMSTERDAM AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10031""}'}",2095,758
New York,716562,Store,JAC   ,162 GOURMET DELI CORP            ,162 GOURMET DELI       ,601,"WEST 162ND ST, STORE 3       ",             ,               ,NEW YORK          ,NY,10032,2000,"{'latitude': '40.837231', 'longitude': '-73.942705', 'human_address': '{""address"": ""601 WEST 162ND ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10032""}'}",2095,791
New York,628630,Store,JAC   ,NEW YORK DELI GROCERY INC        ,1630A NEW YORK GROCERY ,1630A,ST NICHOLAS AVE            ,             ,               ,NEW YORK          ,NY,10040,1400,"{'latitude': '40.85589', 'longitude': '-73.928928', 'human_address': '{""address"": ""1630A ST NICHOLAS AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10040""}'}",2095,799
New York,724968,Store,JAC   ,164 PRESBYTERIAN ST DELI CORP    ,164 PRESBYTERIAN ST DEL,1081,ST NICHOLAS AVE             ,             ,               ,NEW YORK          ,NY,10032,2000,"{'human_address': '{""address"": ""1081 ST NICHOLAS AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10032""}'}",,
New York,742988,Store,A     ,164 ST DELI GROCERY INC          ,164 ST DELI GROCERY    ,2097,AMSTERDAM AVE               ,             ,               ,NEW YORK          ,NY,10032,1600,"{'latitude': '40.837121', 'longitude': '-73.938932', 'human_address': '{""address"": ""2097 AMSTERDAM AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10032""}'}",2095,791
New York,728715,Store,JAC   ,165 DELI GROCERY CORP            ,165 DELI GROCERY       ,2119,AMSTERDAM AVE               ,             ,               ,NEW YORK          ,NY,10032,1200,"{'latitude': '40.838031', 'longitude': '-73.938268', 'human_address': '{""address"": ""2119 AMSTERDAM AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10032""}'}",2095,791
New York,627494,Store,A     ,1662 NEWS INC                    ,1662 NEWS              ,1662,1ST AVE                     ,             ,               ,NEW YORK          ,NY,10028,660,"{'latitude': '40.777311', 'longitude': '-73.949042', 'human_address': '{""address"": ""1662 1ST AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10028""}'}",2095,755
New York,712207,Store,A     ,1663 CANDY STORE CORP            ,1663 CANDY STORE       ,1663,MADISON AVE                 ,             ,               ,NEW YORK          ,NY,10029,300,"{'latitude': '40.796628', 'longitude': '-73.947297', 'human_address': '{""address"": ""1663 MADISON AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10029""}'}",2095,756
New York,628340,Store,JAC   ,1663 PARK AVE MINI MARKET CORP   ,1663 PARK AVE MINI MKT ,1663,PARK AVE                    ,             ,               ,NEW YORK          ,NY,10035,1200,"{'latitude': '40.799986', 'longitude': '-73.942577', 'human_address': '{""address"": ""1663 PARK AVE"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10035""}'}",2095,794
New York,732611,Store,JAC   ,167 CANDY CORP                   ,167 CANDY              ,502,W 167TH ST                 ,             ,               ,NEW YORK          ,NY,10032,600,"{'latitude': '40.839504', 'longitude': '-73.937862', 'human_address': '{""address"": ""502 W 167TH ST"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10032""}'}",2095,791
